movieId,title,imdbId
6864,"Concert for George, The (2003)",380275
6945,My Architect: A Son's Journey (2003),373175
6930,Girlhood (2003),368745
6890,Elephant (2003),363589
6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",363510
6771,Dorm Daze (National Lampoon Presents Dorm Daze) (2003),362511
6952,Gothika (2003),348836
6875,Dopamine (2003),342300
6327,"Decade Under the Influence, A (2003)",342275
6380,Capturing the Friedmans (2003),342172
6568,Camp (2003),342167
6869,Bus 174 (Ônibus 174) (2002),340468
6867,"Station Agent, The (2003)",340377
6877,Girls Will Be Girls (2003),339071
6566,Spy Kids 3-D: Game Over (2003),338459
6950,"Missing, The (2003)",338188
6954,"Barbarian Invasions, The (Les invasions barbares) (2003)",338135
6958,"Haunted Mansion, The (2003)",338094
6284,DysFunktional Family (2003),337996
6940,In My Skin (Dans ma Peau) (2002),337961
6868,Wonderland (2003),335563
6711,Lost in Translation (2003),335266
6762,Yossi & Jagger (2002),334754
6269,Stevie (2002),334416
6331,Spellbound (2002),334405
6535,"Legally Blonde 2: Red, White & Blonde (2003)",333780
6863,School of Rock (2003),332379
6751,Cold Creek Manor (2003),331468
6769,Mambo Italiano (2003),330602
5622,Charly (2002),330136
6005,Blue Collar Comedy Tour: The Movie (2003),330069
6484,Hollywood Homicide (2003),329717
6565,Seabiscuit (2003),329575
6615,Freddy vs. Jason (2003),329101
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),329028
5670,Comedian (2002),328962
6889,Brother Bear (2003),328880
6586,American Wedding (American Pie 3) (2003),328828
6765,Under the Tuscan Sun (2003),328589
6298,Malibu's Most Wanted (2003),328099
6306,I Am Trying to Break Your Heart (2002),327920
6764,"Rundown, The (2003)",327850
6753,Secondhand Lions (2003),327137
6870,Mystic River (2003),327056
6057,Biker Boyz (2003),326769
5619,"Trials of Henry Kissinger, The (2002)",326306
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),325980
6708,Matchstick Men (2003),325805
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),325703
