movieId,title,imdbId
69604,Whatever Works (2009),1178663
66665,Away We Go (2009),1176740
82035,Cocaine Cowboys II: Hustlin' With the Godmother (2008),1176726
70597,Gigantic (2008),1176251
82378,All Good Things (2010),1175709
62437,W. (2008),1175491
71579,"Education, An (2009)",1174732
71466,City Island (2009),1174730
90061,"Myth of the American Sleepover, The (2010)",1174042
74370,"House of the Devil, The (2009)",1172994
82534,"Company Men, The (2010)",1172991
70728,Bronson (2009),1172570
71518,Whip It (2009),1172233
67429,Sita Sings the Blues (2008),1172203
81819,Biutiful (2010),1164999
84395,"Rite, The (2011)",1161864
72224,Gentlemen Broncos (2009),1161418
78829,"Betrayal, The (Nerakhoon) (2008)",1157685
67665,Anvil! The Story of Anvil (2008),1157605
71535,Zombieland (2009),1156398
60766,Man on Wire (2008),1155592
79224,"Karate Kid, The (2010)",1155076
67087,"I Love You, Man (2009)",1155056
68965,Dance Flick (2009),1153706
65418,Wendy and Lucy (2008),1152850
69640,Public Enemies (2009),1152836
89102,Freakonomics (2010),1152822
65188,Dear Zachary: A Letter to a Son About His Father (2008),1152758
82152,Beastly (2011),1152398
75813,Leaves of Grass (2009),1151359
61357,Trouble the Water (2008),1149405
71108,"White Ribbon, The (Das weiße Band) (2009)",1149362
76173,Micmacs (Micmacs à tire-larigot) (2009),1149361
70159,Orphan (2009),1148204
69805,"Librarian, The: The Curse of the Judas Chalice (2008)",1146438
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",1144884
70183,"Ugly Truth, The (2009)",1142988
66659,Tyler Perry's Madea Goes to Jail (2009),1142800
70898,Post Grad (2009),1142433
61240,Let the Right One In (Låt den rätte komma in) (2008),1139797
74545,"Ghost Writer, The (2010)",1139328
70286,District 9 (2009),1136608
63479,Sex Drive (2008),1135985
76060,"Slammin' Salmon, The (2009)",1135525
70293,Julie & Julia (2009),1135503
67193,Duplicity (2009),1135487
69516,"Limits of Control, The (2009)",1135092
87785,Takers (2010),1135084
87430,Green Lantern (2011),1133985
63436,Saw V (2008),1132626
77837,You Don't Know Jack (2010),1132623
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",1132620
69654,Prison Break: The Final Break (2009),1131748
71205,Jennifer's Body (2009),1131734
68073,Pirate Radio (2009),1131729
74458,Shutter Island (2010),1130884
71211,"Informant!, The (2009)",1130080
71876,Amelia (2009),1129445
64030,Transporter 3 (2008),1129442
64114,Fireproof (2008),1129423
70984,Taking Woodstock (2009),1127896
70344,Cold Souls (2009),1127877
68347,Sin Nombre (2009),1127715
68952,Drag Me to Hell (2009),1127180
81784,Morning Glory (2010),1126618
83086,Burlesque (2010),1126591
64839,"Wrestler, The (2008)",1125849
67361,Echelon Conspiracy (2009),1124039
89804,"Ides of March, The (2011)",1124035
68205,Crank: High Voltage (2009),1121931
64695,Sword of the Stranger (Sutorejia: Mukô hadan) (2007),1121794
78039,Blue Valentine (2010),1120985
69122,"Hangover, The (2009)",1119646
64285,Wallace and Gromit in 'A Matter of Loaf and Death' (2008),1118511
84154,Transcendent Man (2009),1117394
60753,Felon (2008),1117385
81156,Jackass 3D (2010),1116184
65802,Paul Blart: Mall Cop (2009),1114740
90863,George Harrison: Living in the Material World (2011),1113829
91610,Toronto Stories (2008),1113827
63481,Soul Men (2008),1111948
77810,Diary of a Nymphomaniac (Diario de una Ninfómana) (2008),1111890
69306,"Taking of Pelham 1 2 3, The (2009)",1111422
72781,Red Chapel (Røde kapel) (2006),1104746
82461,Tron: Legacy (2010),1104001
68324,"Girlfriend Experience, The (2009)",1103982
66200,Two Lovers (2008),1103275
78041,Killers (2010),1103153
79136,Thirst (2008),1101048
63992,Twilight (2008),1099212
67867,Dragonball Evolution (2009),1098327
71533,Next Day Air (2009),1097013
72405,Bad Lieutenant: Port of Call New Orleans (2009),1095217
69253,New in Town (2009),1095174
67788,Confessions of a Shopaholic (2009),1093908
91660,"Darkest Hour, The (2011)",1093357
70565,"Goods: Live Hard, Sell Hard, The (2009)",1092633
84772,Paul (2011),1092026
67734,Adventureland (2009),1091722
71438,Still Walking (Aruitemo aruitemo) (2008),1087578
