movieId,title,imdbId
85022,Hall Pass (2011),480687
65642,"Timecrimes (Cronocrímenes, Los) (2007)",480669
77364,"Losers, The (2010)",480255
83480,Season of the Witch (2011),479997
62999,Madagascar: Escape 2 Africa (2008),479952
86898,"Tree of Life, The (2011)",478304
91325,Extremely Loud and Incredibly Close (2011),477302
81782,Unstoppable (2010),477080
68835,Were the World Mine (2008),476991
64660,Waiter (Ober) (2006),476681
69720,Hood of Horror (2006),475298
68159,State of Play (2009),473705
78105,Prince of Persia: The Sands of Time (2010),473075
85020,"Mechanic, The (2011)",472399
88356,"Smurfs, The (2011)",472181
71057,9 (2009),472033
68137,Nana (2005),471834
90717,Tower Heist (2011),471042
62394,Max Payne (2008),467197
90428,Margaret (2011),466893
66171,Push (2009),465580
64116,Igor (2008),465502
79879,Piranha (Piranha 3D) (2010),464154
65310,Poultrygeist: Night of the Chicken Dead (2006),462485
65982,Outlander (2008),462465
68444,"Great Buck Howard, The (2008)",460810
68319,X-Men Origins: Wolverine (2009),458525
88140,Captain America: The First Avenger (2011),458339
69278,Land of the Lost (2009),457400
63853,Australia (2008),455824
62113,How to Lose Friends & Alienate People (2008),455538
74685,"Crazies, The (2010)",455407
61646,DarkBlueAlmostBlack (Azuloscurocasinegro) (2006),452971
70599,"Time Traveler's Wife, The (2009)",452694
61248,Death Race (2008),452608
72165,Cirque du Freak: The Vampire's Assistant (2009),450405
65567,Passengers (2008),449487
64997,War of the Worlds (2005),449040
90647,Puss in Boots (2011),448694
67197,Knowing (2009),448011
79203,Nightwatching (2007),446750
79702,Scott Pilgrim vs. the World (2010),446029
81138,7 Days (Les 7 jours du talion) (2010),445054
60760,"X-Files: I Want to Believe, The (2008)",443701
64321,"Friend of Mine, A (Ein Freund von mir) (2006)",441762
92494,Dylan Moran: Monster (2004),439553
62331,Dead Leaves (2004),439533
68791,Terminator Salvation (2009),438488
70697,G-Force (2009),436339
78499,Toy Story 3 (2010),435761
73268,Daybreakers (2010),433362
90249,Real Steel (2011),433035
72226,Fantastic Mr. Fox (2009),432283
63131,Role Models (2008),430922
61361,"Women, The (2008)",430770
78469,"A-Team, The (2010)",429493
79428,Dinner for Schmucks (2010),427152
61026,Red Cliff (Chi bi) (2008),425637
62115,Six Shooter (2004),425458
83603,Fern flowers (Fleur de fougère) (1949),422258
64957,"Curious Case of Benjamin Button, The (2008)",421715
82608,Zerophilia (2005),421090
65577,"Tale of Despereaux, The (2008)",420238
71494,"Haunted World of El Superbeasto, The (2009)",419724
69844,Harry Potter and the Half-Blood Prince (2009),417741
79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),416716
80026,Tekken (2010),411951
83613,Cowboys & Aliens (2011),409847
60684,Watchmen (2009),409459
86504,Voices from the List (2004),405455
73266,Youth in Revolt (2009),403702
66808,Far Cry (2008),400426
81847,Tangled (2010),398286
63859,Bolt (2008),397892
78160,Ricky Gervais Live: Animals (2003),397612
61394,"Onion Movie, The (2008)",392878
71745,Where the Wild Things Are (2009),386117
62511,"Synecdoche, New York (2008)",383028
72731,"Lovely Bones, The (2009)",380510
92004,Chill Out! (Descongélate!) (2003),380311
84637,Gnomeo & Juliet (2011),377981
91128,"Rum Diary, The (2011)",376136
72209,Astro Boy (2009),375568
64501,Che: Part Two (2008),374569
91355,Asterix and the Vikings (Astérix et les Vikings) (2006),371552
64032,Four Christmases (2008),369436
74754,"Room, The (2003)",368226
71573,Whiteout (2009),365929
61350,Babylon A.D. (2008),364970
72380,"Box, The (2009)",362478
68157,Inglourious Basterds (2009),361748
84312,Home Alone 4 (2002),329200
66097,Coraline (2009),327597
88345,Mike's New Car (2002),323250
69685,Daria: Is It College Yet? (2002),285627
75349,Teenage Caveman (2002),283043
62336,FLCL (2000),279077
68536,Stanley Kubrick: A Life in Pictures (2001),278736
70488,Wings of Hope (Julianes Sturz in den Dschungel) (2000),249248
65665,Hamlet (2000),243951
66317,Comet in Moominland (1992),240425
84844,Brother 2 (Brat 2) (2000),238883
65552,Replicant (2001),238552
70751,Little Richard (2000),228528
65133,Blackadder Back & Forth (1999),212579
65638,Aspen (1991),209919
66544,Nuremberg (2000),208629
68099,Apollo 13: To the Edge and Back (1994),180443
61013,Absolute Giganten (1999),177507
70418,Introducing Dorothy Dandridge (1999),172348
80599,Buster Keaton: A Hard Act to Follow (1987),172202
68945,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),169880
80083,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),142235
72647,Zorn's Lemma (1970),131149
63239,Cinderella (1997),128996
71810,Legionnaire (1998),126388
63836,"Manson Family, The (2003)",118840
77846,12 Angry Men (1997),118528
69761,Through the Olive Trees (Zire darakhatan zeyton) (1994),111845
69821,Men of War (1994),110490
74438,"Legend of the Red Dragon (a.k.a. New Legend of Shaolin, The) (Hong Xi Guan: Zhi Shao Lin wu zu) (1994)",110054
80217,Hated (1994),107086
64338,Gypsy (1993),107065
92424,Dottie Gets Spanked (1993),106757
70946,Troll 2 (1990),105643
79469,"Northerners, The (De noorderlingen) (1992)",105019
66915,Rock-A-Doodle (1991),102802
88024,To Sleep with Anger (1990),100791
64900,"Chinese Ghost Story II, A (Sien nui yau wan II yan gaan do) (1990)",100625
