movieId,title,imdbId
84954,"Adjustment Bureau, The (2011)",1385826
77307,Dogtooth (Kynodontas) (2009),1379182
79134,Grown Ups (2010),1375670
79132,Inception (2010),1375666
83270,Made in Dagenham (2010),1371155
91323,"Sitter, The (2011)",1366344
84847,Emma (2009),1366312
76111,About Elly (Darbareye Elly) (2009),1360860
80572,I'm Still Here (2010),1356864
74677,"Yes Men Fix the World, The (2009)",1352852
91529,"Dark Knight Rises, The (2012)",1345836
73323,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)",1343097
82499,How Do You Know (2010),1341188
77800,Four Lions (2010),1341167
89753,Tinker Tailor Soldier Spy (2011),1340800
87444,Elektra Luxx (2010),1340773
77421,Cyrus (2010),1336617
91947,"Revenant, The (2009)",1336006
85736,BURN-E (2008),1334585
88118,"Perfect Host, The (2010)",1334553
86293,Arthur (2011),1334512
80969,Never Let Me Go (2010),1334260
71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),1333634
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),1326972
81910,"Art of the Steal, The (2009)",1326733
78772,"Twilight Saga: Eclipse, The (2010)",1325004
91104,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",1324999
79091,Despicable Me (2010),1323594
80241,Going the Distance (2010),1322312
86852,"Beaver, The (2011)",1321860
77191,Death at a Funeral (2010),1321509
82854,Gulliver's Travels (2010),1320261
79695,"Expendables, The (2010)",1320253
84696,Burke and Hare (2010),1320239
89337,"Interrupters, The (2011)",1319744
82934,"Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers, The (2009)",1319726
88744,Rise of the Planet of the Apes (2011),1318514
82041,"Loved Ones, The (2009)",1316536
72720,"Single Man, A (2009)",1315981
80846,Devil (2010),1314655
72919,Did You Hear About the Morgans? (2009),1314228
71462,"Cove, The (2009)",1313104
79720,Animal Kingdom (2010),1313092
70994,Halloween II (2009),1311067
91483,Bullet to the Head (2012),1308729
79008,South Park: Imaginationland (2008),1308667
89864,50/50 (2011),1306980
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",1305806
72947,Make the Yuletide Gay (2009),1305714
85261,Mars Needs Moms (2011),1305591
75803,Our Family Wedding (2010),1305583
76210,Defendor (2009),1303828
83177,Yogi Bear (2010),1302067
87222,Kung Fu Panda 2 (2011),1302011
73276,"Age of Stupid, The (2009)",1300563
86880,Pirates of the Caribbean: On Stranger Tides (2011),1298650
69746,Watchmen: Tales of the Black Freighter (2009),1295071
77414,"Last Song, The (2010)",1294226
89774,Warrior (2011),1291584
74948,Harry Brown (2009),1289406
84116,Poetry (Shi) (2010),1287878
67295,Kung Fu Panda: Secrets of the Furious Five (2008),1287845
71282,"Food, Inc. (2008)",1286537
72308,Battlestar Galactica: The Plan (2009),1286130
79946,"Joneses, The (2009)",1285309
80463,"Social Network, The (2010)",1285016
87485,Bad Teacher (2011),1284575
80549,Easy A (2010),1282140
76293,Date Night (2010),1279935
74324,Temple Grandin (2010),1278469
69275,Dead Snow (Død snø) (2009),1278340
85016,Cropsey (2009),1277936
74580,"Spy Next Door, The (2010)",1273678
79251,"Serbian Film, A (Srpski film) (2010)",1273235
87232,X-Men: First Class (2011),1270798
88954,"Very Harold & Kumar 3D Christmas, A (2011)",1268799
83293,Waste Land (2010),1268204
73860,Nowhere Boy (2009),1266029
66335,Afro Samurai: Resurrection (2009),1265998
73023,Crazy Heart (2009),1263670
71429,World's Greatest Dad (2009),1262981
78174,Sex and the City 2 (2010),1261945
77359,Red Riding: 1983 (2009),1259573
72407,"Twilight Saga: New Moon, The (2009)",1259571
78349,Exam (2009),1258197
86781,Incendies (2010),1255953
92206,Hostel: Part III (2011) ,1255916
90888,Immortals (2011),1253864
80727,Middle Men (2009),1251757
91688,Salvation Boulevard (2011),1251743
82150,Bunny and the Bull (2009),1251725
76251,Kick-Ass (2010),1250777
79259,Cherrybomb (2009),1248971
75816,Women in Trouble (2009),1247704
72694,Shrink (2009),1247692
74668,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),1247640
81229,Red (2010),1245526
73587,Soul Kitchen (2009),1244668
82202,"Tourist, The (2010)",1243957
73101,Looking for Eric (2009),1242545
