movieId,title,imdbId
5083,Rare Birds (2001),295552
5072,Metropolis (2001),293416
5134,Mean Machine (2001),291341
4895,"Wash, The (2001)",290332
5172,Full Frontal (2002),290212
5015,Monster's Ball (2001),285742
4967,No Man's Land (2001),283509
4977,Kandahar (Safar e Ghandehar) (2001),283431
4961,Pornstar: The Legend of Ron Jeremy (2001),282856
5048,Snow Dogs (2002),281373
5066,"Walk to Remember, A (2002)",281358
4976,Iris (2001),280778
5013,Gosford Park (2001),280707
5109,Return to Never Land (2002),280030
4875,On the Line (2001),279286
4989,How High (2001),278488
5170,All About the Benjamins (2002),278295
5152,We Were Soldiers (2002),277434
4974,Not Another Teen Movie (2001),277371
5014,I Am Sam (2001),277027
4888,Tape (2001),275719
5106,Crossroads (2002),275022
5025,Orange County (2002),273923
4822,Max Keeble's Big Move (2001),273799
4451,Jump Tomorrow (2001),273300
4874,K-PAX (2001),272152
4866,"Last Castle, The (2001)",272020
4387,Kiss of the Dragon (2001),271027
4965,"Business of Strangers, The (2001)",270259
5028,What Time Is It There? (Ni neibian jidian) (2001),269746
4994,"Majestic, The (2001)",268995
4995,"Beautiful Mind, A (2001)",268978
5171,"Time Machine, The (2002)",268695
4990,Jimmy Neutron: Boy Genius (2001),268397
4887,"One, The (2001)",267804
4901,Spy Game (2001),266987
4701,Rush Hour 2 (2001),266915
4241,Pokémon 3: The Movie (2001),266860
5095,"Scotland, Pa. (2001)",265713
4979,"Royal Tenenbaums, The (2001)",265666
5065,"Mothman Prophecies, The (2002)",265349
5135,Monsoon Wedding (2001),265343
5092,Big Fat Liar (2002),265298
4899,Black Knight (2001),265087
5010,Black Hawk Down (2001),265086
4639,America's Sweethearts (2001),265029
4880,Life as a House (2001),264796
4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",264578
4763,"Iron Ladies, The (Satree lek) (2000)",263957
4744,Jeepers Creepers (2001),263488
4725,Session 9 (2001),261983
4734,Jay and Silent Bob Strike Back (2001),261392
4968,Piñero (2001),261066
4814,Don't Say a Word (2001),260866
3945,Digimon: The Movie (2000),259974
4975,Vanilla Sky (2001),259711
4978,Lantana (2001),259393
5127,Dragonfly (2002),259288
3890,Back Stage (2000),259207
4732,Bubble Boy (2001),258470
4388,Scary Movie 2 (2001),257106
4733,"Curse of the Jade Scorpion, The (2001)",256524
4304,Startup.com (2001),256408
4890,Shallow Hal (2001),256380
4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",256009
4371,Baby Boy (2001),255819
4340,"Animal, The (2001)",255798
4743,Tortilla Soup (2001),255653
4252,"Circle, The (Dayereh) (2000)",255094
4345,"Anniversary Party, The (2001)",254099
4718,American Pie 2 (2001),252866
4889,Heist (2001),252503
4815,Hearts in Atlantis (2001),252501
3851,I'm the One That I Want (2000),251739
5108,John Q (2002),251160
4731,Innocence (2000),251141
5107,Hart's War (2002),251114
4343,Evolution (2001),251075
4166,Series 7: The Contenders (2001),251031
4766,"Our Lady of the Assassins (Virgen de los sicarios, La) (2000)",250809
4162,See Spot Run (2001),250720
4728,Rat Race (2001),250687
4447,Legally Blonde (2001),250494
4723,"Deep End, The (2001)",250323
4372,Crazy/Beautiful (2001),250224
4722,All Over the Guy (2001),250202
5074,Storytelling (2001),250081
4885,Domestic Disturbance (2001),249478
3967,Billy Elliot (2000),249462
4390,Rape Me (Baise-moi) (2000),249380
4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),248912
4642,Hedwig and the Angry Inch (2000),248845
5009,Ali (2001),248667
5110,Super Troopers (2001),247745
4700,"Princess Diaries, The (2001)",247638
4903,In the Bedroom (2001),247425
4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",247380
4021,Before Night Falls (2000),247196
4233,Tomcats (2001),246989
5094,Rollerball (2002),246894
