movieId,title,imdbId
92535,Louis C.K.: Live at the Beacon Theater (2011),2112999
92665,"For a Good Time, Call... (2012)",1996264
89759,"Separation, A (Jodaeiye Nader az Simin) (2011)",1832382
86884,"Kid With a Bike, The (Le gamin au vélo) (2011)",1827512
83506,Ricky Gervais Live 4: Science (2010),1815899
89260,Project Nim (2011),1814836
89837,Kill List (2011),1788391
87930,Page One: Inside the New York Times (2011),1787777
91869,Being Elmo: A Puppeteer's Journey (2011),1787660
90469,Paranormal Activity 3 (2011),1778304
91485,"Expendables 2, The (2012)",1764651
90266,Buck (2011),1753549
87660,Too Big to Fail (2011),1742683
89388,I Don't Know How She Does It (2011),1742650
85412,"Troll Hunter, The (Trolljegeren) (2010)",1740707
83976,"Trip, The (2010)",1740047
90947,"Oslo, August 31st (Oslo, 31. august) (2011)",1736633
87205,"Tunnel, The (2011)",1735485
90531,Shame (2011),1723811
91690,Friends with Kids (2011),1720616
89305,"Inbetweeners Movie, The (2011)",1716772
91199,Weekend (2011),1714210
88272,"Woman, The (2011)",1714208
91873,Joyful Noise (2012),1710396
92420,Chronicle (2012),1706593
84160,Wishful Drinking (2010),1705977
89356,Chinese Take-Out (Chinese Take-Away) (Un cuento chino) (2011),1705786
85780,Family Guy Presents: It's a Trap (2010),1701991
84414,All-Star Superman (2011),1699114
87975,Burn Notice: The Fall of Sam Axe (2011),1697851
84506,Silent Souls (Ovsyanki) (2010),1693830
90430,Carnage (2011),1692486
91548,Life in a Day (2011),1687247
92259,Intouchables (2011),1675434
90057,Take Shelter (2011),1675192
90870,Trespass (2011),1674784
90603,Batman: Year One (2011),1672723
84304,What Women Want (a.k.a. I Know a Woman's Heart) (2011),1667150
80350,Vampires Suck (2010),1666186
85394,Cave of Forgotten Dreams (2010),1664894
89087,Colombiana (2011),1657507
89904,The Artist (2011),1655442
91134,My Week with Marilyn (2011),1655420
87306,Super 8 (2011),1650062
86014,Diary of a Wimpy Kid: Rodrick Rules (2011),1650043
90738,"Double, The (2011)",1646980
80906,Inside Job (2010),1645089
92439,"Art of Getting By, The (2011)",1645080
85796,Hobo with a Shotgun (2011),1640459
88672,Our Idiot Brother (2011),1637706
90405,In Time (2011),1637688
91470,Violet & Daisy (2011),1634136
90522,Johnny English Reborn (2011),1634122
89427,Shark Night 3D (2011),1633356
88405,Friends with Benefits (2011),1632708
91622,Young Adult (2011),1625346
88932,Final Destination 5 (2011),1622979
88812,30 Minutes or Less (2011),1622547
89090,Bill Cunningham New York (2011),1621444
83803,Day & Night (2010),1620446
90719,J. Edgar (2011),1616195
90439,Margin Call (2011),1615147
90600,Headhunters (Hodejegerne) (2011),1614989
81132,Rubber (2010),1612774
85881,Win Win (2011),1606392
92509,"Vow, The (2012)",1606389
86882,Midnight in Paris (2011),1605783
89194,Prom (2011),1604171
91673,Albert Nobbs (2011),1602098
91976,"Grey, The (2012)",1601913
90524,Abduction (2011),1600195
92507,Safe House (2012),1599348
92264,One for the Money (2012),1598828
91628,New Year's Eve (2011),1598822
89470,Contagion (2011),1598778
86644,"Fast Five (Fast and the Furious 5, The) (2011)",1596343
92309,"Innkeepers, The (2011)",1594562
85788,Insidious (2010),1591095
84952,Confessions (Kokuhaku) (2010),1590089
82667,I Saw the Devil (Akmareul boatda) (2010),1588170
77455,Exit Through the Gift Shop (2010),1587707
80862,Catfish (2010),1584016
92498,Dylan Moran Live: What It Is (2009),1583937
87522,Larry Crowne (2011),1583420
76738,Steam of Life (Miesten vuoro) (2010),1583323
83910,"Dilemma, The (2011)",1578275
92210,"Disappearance of Haruhi Suzumiya, The (Suzumiya Haruhi no shôshitsu) (2010)",1572781
82931,"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A) (2010)",1572491
89761,"Dangerous Method, A (2011)",1571222
82173,Tiny Furniture (2010),1570989
88163,"Crazy, Stupid, Love. (2011)",1570728
79274,Batman: Under the Red Hood (2010),1569923
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",1568921
91126,War Horse (2011),1568911
91658,"Girl with the Dragon Tattoo, The (2011)",1568346
91978,Man on a Ledge (2012),1568338
82037,"Tillman Story, The (2010)",1568334
78517,Joan Rivers: A Piece of Work (2010),1568150
81191,Waiting for 'Superman' (2010),1566648
82095,Skyline (2010),1564585
