movieId,title,imdbId
94266,"Five-Year Engagement, The (2012)",1195478
108795,Wonder Woman (2009),1186373
130351,The Wrecking Crew (2008),1185418
93700,Corman's World: Exploits of a Hollywood Rebel (2011),1185371
97168,Marley (2012),1183919
110611,Cold in July (2014),1179031
106489,"Hobbit: The Desolation of Smaug, The (2013)",1170358
104590,Tidal Wave (2009),1153040
140757,3-Day Weekend (2008),1137994
118985,Big Eyes (2014),1126590
95475,Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),1125254
119655,Seventh Son (2014),1121096
97593,Tony (2009),1120945
94480,The Scorpion King: Rise of a Warrior (2008),1104123
116161,Foxcatcher (2014),1100089
108192,Hotel Chevalier (Part 1 of 'The Darjeeling Limited') (2007),1094249
107069,Lone Survivor (2013),1091191
111617,Blended (2014),1086772
103731,"Angel Named Billy, An (2007)",1085362
94478,Dark Shadows (2012),1077368
96079,Skyfall (2012),1074638
92954,Prayers for Bobby (2009),1073510
92938,Ghost Rider: Spirit of Vengeance (2012),1071875
112290,Boyhood (2014),1065073
93287,"Big Year, The (2011)",1053810
99415,Parental Guidance (2012),1047540
97921,Silver Linings Playbook (2012),1045658
93805,Iron Sky (2012),1034314
117121,Dorothy Mills (2008),1034306
130448,Poltergeist (2015),1029360
97304,Argo (2012),1024648
118700,Selma (2014),1020072
