movieId,title,imdbId
110553,The Amazing Spider-Man 2 (2014),1872181
97870,"Sessions, The (Surrogate, The) (2012)",1866249
117444,Song of the Sea (2014),1865505
95088,Safety Not Guaranteed (2012),1862079
93324,Undefeated (2011),1860355
103755,Turbo (2013),1860353
95201,To Rome with Love (2012),1859650
96691,Resident Evil: Retribution (2012),1855325
96811,End of Watch (2012),1855199
104074,Percy Jackson: Sea of Monsters (2013),1854564
100272,Snow White (Blancanieves) (2012),1854513
104457,You're Next (2011),1853739
99114,Django Unchained (2012),1853728
100226,Why Stop Now (2012),1853643
127319,The Loft (2014),1850397
93498,Game Change (2012),1848902
107945,Bad Karma (2012),1847548
96667,Ai Weiwei: Never Sorry (2012),1845773
105121,Inescapable (2012),1844203
110102,Captain America: The Winter Soldier (2014),1843866
108190,Divergent (2014),1840309
95873,Ruby Sparks (2012),1839492
93242,Gone (2012),1838544
109191,Winter's Tale (2014),1837709
103449,Passion (2012),1829012
109372,About Last Night (2014),1826590
120466,Chappie (2015),1823672
104757,Evocateur: The Morton Downey Jr. Movie (2012),1822381
103810,Red 2 (2013),1821694
105769,"Congress, The (2013)",1821641
105197,Nebraska (2013),1821549
94969,Kahaani (2012),1821480
101525,"Place Beyond the Pines, The (2012)",1817273
102880,After Earth (2013),1815862
109359,Gerontophilia (2013),1815717
101612,Admission (2013),1814621
118702,Unbroken (2014),1809398
100034,Girl Model (2011),1806911
109483,That Awkward Moment (2014),1800246
106916,American Hustle (2013),1800241
106920,Her (2013),1798709
139642,Southpaw (2015),1798684
98604,From Up on Poppy Hill (Kokuriko-zaka kara) (2011),1798188
106417,Absent (Ausente) (2011),1796406
130452,While We're Young (2014),1791682
116799,Inherent Vice (2014),1791528
96110,"Campaign, The (2012)",1790886
98961,Zero Dark Thirty (2012),1790885
114180,"Maze Runner, The (2014)",1790864
97994,Union Square (2011),1783798
99437,John Dies at the End (2012),1783732
97936,Anna Karenina (2012),1781769
103210,Fullmetal Alchemist: The Sacred Star of Milos (2011),1776196
93721,Jiro Dreams of Sushi (2011),1772925
97913,Wreck-It Ralph (2012),1772341
132496,Danny Collins (2015),1772288
102995,Foxfire (2012),1772270
116397,Stonehearst Asylum (2014),1772264
99992,Shadow Dancer (2012),1770734
95443,"Giant Mechanical Man, The (2012)",1769363
134569,She's Funny That Way (2015),1767372
97860,Killing Them Softly (2012),1764234
101415,"First Time, The (2012)",1763303
112655,No One Lives (2012),1763264
99117,This Is 40 (2012),1758830
105037,"To Do List, The (2013)",1758795
96634,Apartment 143 (2011),1757742
93422,Starbuck (2011),1756750
98083,Jackass 3.5 (2011),1753968
99470,"Collection, The (2012)",1748227
94799,Sound of My Voice (2011),1748207
94959,Moonrise Kingdom (2012),1748122
101531,Phil Spector (2013),1745862
95135,Your Sister's Sister (2011),1742336
134025,Open Secret (2013),1739304
94780,Snow White and the Huntsman (2012),1735898
108447,Atrocious (2010),1734067
106002,Ender's Game (2013),1731141
102993,"Way, Way Back, The (2013)",1727388
95761,Killer Joe (2011),1726669
139915,How to Make Love Like an Englishman (2014),1725986
104211,We're the Millers (2013),1723121
93061,October Baby (2011),1720182
95567,People Like Us (2012),1716777
98230,10 Years (2011),1715873
107771,Only Lovers Left Alive (2013),1714915
108601,Drift (2013),1714833
103539,The Spectacular Now (2013),1714206
96448,Piranha 3DD (a.k.a. Piranha DD) (2012),1714203
97742,Alex Cross (2012),1712170
96726,Lola Versus (2012),1710417
129653,Ismael (2013),1710393
99149,"Misérables, Les (2012)",1707386
129364,Every Thing Will Be Fine (2015),1707380
107406,Snowpiercer (2013),1706620
94896,Bernie (2011),1704573
100450,Battlestar Galactica: Blood & Chrome (2012),1704292
106762,Trigun: Badlands Rumble (2010),1703049
100527,Safe Haven (2013),1702439
93693,Casa de mi Padre (2012),1702425
