movieId,title,imdbId
4068,Sugar & Spice (2001),186589
3827,Space Cowboys (2000),186566
3747,Jesus' Son (1999),186253
3979,Little Nicky (2000),185431
4745,O (2001),184791
4299,"Knight's Tale, A (2001)",183790
4017,Pollock (2000),183659
3752,"Me, Myself & Irene (2000)",183505
3903,Urbania (2000),182508
3897,Almost Famous (2000),181875
4034,Traffic (2000),181865
3905,"Specials, The (2000)",181836
4719,Osmosis Jones (2001),181739
4019,Finding Forrester (2000),181536
4771,Hardball (2001),180734
3949,Requiem for a Dream (2000),180093
3993,Quills (2000),180073
4167,15 Minutes (2001),179626
3786,But I'm a Cheerleader (1999),179116
4073,"Invisible Circus, The (2001)",178642
3755,"Perfect Storm, The (2000)",177971
4156,Company Man (2000),177650
3785,Scary Movie (2000),175142
3824,Autumn in New York (2000),174480
4446,Final Fantasy: The Spirits Within (2001),173840
3858,Cecil B. DeMented (2000),173716
3823,Wonderland (1999),171865
3893,Nurse Betty (2000),171580
3950,Tigerland (2000),170691
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),170016
3795,"Five Senses, The (1999)",168794
3910,Dancer in the Dark (2000),168629
4848,Mulholland Drive (2001),166924
4158,Monkeybone (2001),166276
4238,Along Came a Spider (2001),164334
3906,Under Suspicion (2000),164212
3826,Hollow Man (2000),164052
3857,Bless the Child (2000),163983
4445,T-Rex: Back to the Cretaceous (1998),163862
4638,Jurassic Park III (2001),163025
3883,Catfish in Black Bean Sauce (2000),162903
4641,Ghost World (2001),162346
4022,Cast Away (2000),162222
4076,Two Ninas (1999),162024
3886,Steal This Movie! (2000),161216
3798,What Lies Beneath (2000),161081
3956,Lost Souls (2000),160484
4960,"Independent, The (2000)",160403
5046,Impostor (2002),160399
3977,Charlie's Angels (2000),160127
3879,"Art of War, The (2000)",160009
3783,Croupier (1998),159382
4958,Behind Enemy Lines (2001),159273
3829,Mad About Mambo (2000),156757
4031,All the Pretty Horses (2000),149624
3978,"Legend of Bagger Vance, The (2000)",146984
4367,Lara Croft: Tomb Raider (2001),146316
4033,Thirteen Days (2000),146309
5059,Little Dieter Needs to Fly (1997),145046
3889,Highlander: Endgame (Highlander IV) (2000),144964
3821,Nutty Professor II: The Klumps (2000),144528
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",144201
5137,Scratch (2001),143861
4268,Town & Country (2001),141907
4776,Training Day (2001),139654
3839,Phantasm IV: Oblivion (1998),138703
3860,"Opportunists, The (2000)",138681
3901,Duets (2000),134630
4643,Planet of the Apes (2001),133152
4265,Driven (2001),132245
3754,"Adventures of Rocky and Bullwinkle, The (2000)",131704
4459,Alaska: Spirit of the Wild (1997),130445
3854,Aimée & Jaguar (1999),130444
4208,Unmade Beds (1997),127952
4306,Shrek (2001),126029
4228,Heartbreakers (2001),125022
4645,Cure (1997),123948
4016,"Emperor's New Groove, The (2000)",120917
3793,X-Men (2000),120903
5016,"Shipping News, The (2001)",120824
4146,"Million Dollar Hotel, The (2001)",120753
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",120737
4865,From Hell (2001),120681
3751,Chicken Run (2000),120630
4029,State and Main (2000),120202
4698,Orphans (1997),119842
4861,Mission to Mir (1997),119682
4144,In the Mood For Love (Fa yeung nin wa) (2000),118694
4775,Glitter (2001),118589
4217,4 Little Girls (1997),118540
4755,Wish Upon a Star (1996),118178
4175,Gray's Anatomy (1996),116447
4350,Forgotten Silver (1996),116344
3960,Haunted (1995),113269
4750,3 Ninjas Knuckle Up (1995),112255
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",111512
3848,Silent Fall (1994),111187
3838,Phantasm III: Lord of the Dead (1994),110823
5161,Intersection (1994),110146
4048,Imaginary Crimes (1994),110115
