movieId,title,imdbId
4030,Dracula 2000 (2000),219653
5075,Waydowntown (2000),219405
4023,"Family Man, The (2000)",218967
4699,Original Sin (2001),218922
3911,Best in Show (2000),218839
4052,Antitrust (2001),218817
4035,"Claim, The (2000)",218378
3994,Unbreakable (2000),217869
4077,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",216800
4151,"Taste of Others, The (Le goût des autres) (2000)",216787
3891,Turn It Up (2000),216772
5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),216651
3986,"6th Day, The (2000)",216216
4223,Enemy at the Gates (2001),215750
3943,Bamboozled (2000),215545
3787,Shower (Xizao) (1999),215369
3992,Malèna (2000),213847
3955,"Ladies Man, The (2000)",213790
3990,Rugrats in Paris: The Movie (2000),213203
4310,Pearl Harbor (2001),213149
4148,Hannibal (2001),212985
3790,Groove (2000),212974
4300,Bread and Roses (2000),212826
4342,Big Eden (2000),212815
4370,A.I. Artificial Intelligence (2001),212720
4169,Blow Dry (a.k.a. Never Better) (2001),212380
4025,Miss Congeniality (2000),212346
3948,Meet the Parents (2000),212338
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",211915
3913,Barenaked in America (1999),211219
3991,102 Dalmatians (2000),211181
3916,Remember the Titans (2000),210945
4312,Himalaya (Himalaya - l'enfance d'un chef) (1999),210727
3902,Goya in Bordeaux (Goya en Burdeos) (1999),210717
3799,Pokémon the Movie 2000 (2000),210234
3915,Girlfight (2000),210075
3863,"Cell, The (2000)",209958
4069,"Wedding Planner, The (2001)",209475
4270,"Mummy Returns, The (2001)",209163
4226,Memento (2000),209144
5073,"Son's Room, The (Stanza del figlio, La) (2001)",208990
3946,Get Carter (2000),208988
4302,"King Is Alive, The (2000)",208911
3952,"Contender, The (2000)",208874
4738,Happy Accidents (2000),208196
4011,Snatch (2000),208092
4018,What Women Want (2000),207201
4849,My First Mister (2001),206963
4740,Maybe Baby (2000),206926
3909,Woman on Top (2000),206420
4821,Joy Ride (2001),206314
4054,Save the Last Dance (2001),206275
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),206187
4225,"Dish, The (2001)",205873
3800,Criminal Lovers (1999),205735
3820,Thomas and the Magic Railroad (2000),205461
3953,Dr. T and the Women (2000),205271
3882,Bring It On (2000),204946
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",204709
5153,Trouble Every Day (2001),204700
3895,"Watcher, The (2000)",204626
4267,One Night at McCool's (2001),203755
4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",203632
3983,You Can Count on Me (2000),203230
4741,Together (Tillsammans) (2000),203166
4378,Sexy Beast (2000),203119
3980,Men of Honor (2000),203019
4308,Moulin Rouge (2001),203009
3896,"Way of the Gun, The (2000)",202677
3951,Two Family House (2000),202641
4757,Rock Star (2001),202470
4024,"House of Mirth, The (2000)",200720
3825,Coyote Ugly (2000),200550
3794,Chuck & Buck (2000),200530
4761,Diamond Men (2001),200427
4867,Riding in Cars with Boys (2001),200027
3981,Red Planet (2000),199753
4886,"Monsters, Inc. (2001)",198781
3900,Crime and Punishment in Suburbia (2000),197384
4816,Zoolander (2001),196229
3831,Saving Grace (2000),195234
4055,Panic (2000),194218
3976,Stardom (2000),192949
3908,Urban Legends: Final Cut (2000),192731
4141,Head Over Heels (2001),192111
4168,Get Over It (2001),192071
3861,"Replacements, The (2000)",191397
3999,Vertical Limit (2000),190865
4027,"O Brother, Where Art Thou? (2000)",190590
4142,Left Behind: The Movie (2000),190524
3997,Dungeons & Dragons (2000),190374
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",190332
4036,Shadow of the Vampire (2000),189998
4454,More (1998),188913
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),188640
5081,Birthday Girl (2001),188453
3746,Butterfly (La lengua de las mariposas) (1999),188030
3892,Anatomy (Anatomie) (2000),187696
3753,"Patriot, The (2000)",187393
3987,Bounce (2000),186894
