movieId,title,imdbId
72104,Balance (1989),96880
70201,High Hopes (1988),95302
65135,Blackadder's Christmas Carol (1988),94754
67957,Superstar: The Karen Carpenter Story (1988),94075
73531,"Last of England, The (1988)",93393
77291,Aria (1987),92580
74282,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),92571
89045,Rocky VI (1986) ,91865
75823,Combat Shock (1986),90866
80717,Voyeur (Abel) (1986),90579
71804,Reckless (1984),87983
81660,1990: The Bronx Warriors (1990: I guerrieri del Bronx) (1982),85124
91488,"Snowman, The (1982)",84701
77658,Cosmos (1980),81846
71650,Werner Herzog Eats His Shoe (1980),81746
72612,"Fly, The (Légy, A) (1980)",81040
69241,Berlin Alexanderplatz (1980),80196
68614,"Seduction of Joe Tynan, The (1979)",79875
71180,Padre padrone (1977),76517
78967,"Island of Dr. Moreau, The (1977)",76210
77808,Bobby Deerfield (1977),75774
69849,Roots (1977),75572
62764,Black Moon (1975),72709
85316,Winnie the Pooh and Tigger Too (1974),72410
88106,Mahler (1974),71797
75990,"Apprenticeship of Duddy Kravitz, The (1974)",71155
78903,State of Siege (État de siège) (1972),70959
66246,Numbskull Emptybrook (Uuno Turhapuro) (1973),70860
66019,"Great Ecstasy of Woodcarver Steiner, The (Große Ekstase des Bildschnitzers Steiner, Die) (1974)",70136
87884,Savage Messiah (1972),69225
62801,Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972),68817
74727,Gentlemen of Fortune (Dzhentlmeny udachi) (1972),68519
67504,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),67324
76303,Mark of the Devil (Hexen bis aufs Blut gequält) (1970),65491
81054,Love Is Colder Than Death (Liebe ist kälter als der Tod) (1969),64588
86982,Destroy All Monsters (Kaijû sôshingeki) (1968),63172
71755,Earth Entranced (Terra em Transe) (1967),62352
91582,Stagecoach (1966),61024
69908,"Group, The (1966)",60479
83829,Scorpio Rising (1964),58555
73854,"Rudolph, the Red-Nosed Reindeer (1964)",58536
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)",58006
86864,Mothra (Mosura) (1961),55198
60990,"End of Summer, The (Early Autumn) (Kohayagawa-ke no aki) (1961)",55052
72880,Flaming Creatures (1963),54880
63629,Fanny (1961),54866
70188,Wild River (1960),54476
74089,Peter Pan (1960),54176
71404,"3 Worlds of Gulliver, The (1960)",53882
74630,Tom Thumb (1958),52427
89408,April Love (1957),50135
82313,Nightfall (1957),49552
62049,1984 (1956),48918
78111,Artists and Models (1955),47840
69945,"Fast and the Furious, The (1955)",46969
84098,Phone Call from a Stranger (1952),45029
89881,Superman and the Mole-Men (1951),44091
87218,He Ran All the Way (1951),43625
69559,"File on Thelma Jordan, The (1950)",41368
66686,"Unsuspected, The (1947)",39941
68872,Paisan (Paisà) (1946),38823
80346,"Song to Remember, A (1945)",38104
61634,Son of Lassie (1945),38097
87598,"Dolly Sisters, The (1945)",37651
77435,This Is the Army (1943),36430
71525,A-Haunting We Will Go (1942),34424
87383,Curly Top (1935),26252
70121,'Neath the Arizona Skies (1934),24805
71102,"Three Musketeers, The (1933)",24663
80748,Alice in Wonderland (1933),23753
72683,Limit (Limite) (1931),22080
91286,"Little Colonel, The (1935)",16029
83411,Cops (1922),13025
83359,"Play House, The (1921)",12570
83361,"Paleface, The (1922)",12543
83096,"Haunted House, The (1921)",12255
83318,"Goat, The (1921)",12224
83322,"Boat, The (1921)",11984
