movieId,title,imdbId
127136,True Story (2015),2273657
137595,Magic Mike XXL (2015),2268016
112556,Gone Girl (2014),2267998
103543,"Lifeguard, The (2013)",2265534
103801,Drinking Buddies (2013),2265398
110501,The Raid 2: Berandal (2014),2265171
107953,Dragon Ball Z: Battle of Gods (2013),2263944
98369,Halo 4: Forward Unto Dawn (2012),2262308
115664,The Book of Life (2014),2262227
101070,Wadjda (2012),2258858
100517,"World Before Her, The (2012)",2258685
116207,Zulu (2013),2249221
112112,Back in the Day (2014),2246887
115617,Big Hero 6 (2014),2245084
112303,Think Like a Man Too (2014),2239832
114459,White Bird in a Blizzard (2014),2238050
104726,Koch (2012),2237822
107083,Geography Club (2013),2235902
117123,Dear White People (2014),2235108
102481,"Internship, The (2013)",2234155
103819,Coffee Town (2013),2234025
110586,Calvary (2014),2234003
106870,Grave Encounters 2 (2012),2231554
105213,Don Jon (2013),2229499
130520,Home (2015),2224026
110453,Draft Day (2014),2223990
105429,Inequality for All (2013),2215151
110730,Transcendence (2014),2209764
100714,Before Midnight (2013),2209418
130682,Muck (2015),2207484
106236,Somm (2012),2204371
109074,"Four, The (Si da ming bu) (2012)",2204340
110771,"Other Woman, The (2014)",2203939
129937,Run All Night (2015),2199571
104374,About Time (2013),2194499
109576,Welcome to the Jungle (2013),2193265
105755,"Counselor, The (2013)",2193215
104218,Grown Ups 2 (2013),2191701
98963,Neighbouring Sounds (O som ao redor) (2012),2190367
112767,Premature (2014),2182256
118997,Into the Woods (2014),2180411
114662,American Sniper (2014),2179136
103048,"Kings of Summer, The (2013)",2179116
108514,Yeh Jawaani Hai Deewani (2013),2178470
110871,"Rocket, The (2013)",2178256
108928,"Monuments Men, The (2014)",2177771
98587,Caesar Must Die (Cesare deve morire) (2012),2177511
115877,"Simpsons: The Longest Daycare, The (2012)",2175842
108949,"Art of the Steal, The (2013)",2172985
112070,Maps to the Stars (2014),2172584
98000,Student of the Year (2012),2172071
115231,St. Vincent (2014),2170593
117590,Horrible Bosses 2 (2014),2170439
109895,Bad Words (2013),2170299
104760,Getaway (2013),2167202
99813,"Batman: The Dark Knight Returns, Part 2 (2013)",2166834
107447,Wrong Cops (2013),2166616
100106,"Pervert's Guide to Ideology, The (2012)",2152198
97673,56 Up (2012),2147134
136800,Robot Overlords (2014),2145829
114762,Two Night Stand (2014),2140619
135518,Self/less (2015),2140379
107141,Saving Mr. Banks (2013),2140373
101962,Wolf Children (Okami kodomo no ame to yuki) (2012),2140203
118814,Playing It Cool (2014),2139555
103137,"Bling Ring, The (2013)",2132285
97395,West of Memphis (2012),2130321
132796,San Andreas (2015),2126355
96150,"Queen of Versailles, The (2012)",2125666
97393,"House I Live In, The (2012)",2125653
96488,Searching for Sugar Man (2012),2125608
95558,Beasts of the Southern Wild (2012),2125435
97639,How to Survive a Plague (2012),2124803
135137,Pixels (2015),2120120
99320,Maximum Conviction (2012),2119474
107910,I Know That Voice (2013),2113683
110873,"Centenarian Who Climbed Out the Window and Vanished, The (Hundraåringen som klev ut genom fönstret och försvann) (2013)",2113681
122932,Elsa & Fred (2014),2113659
112006,Tangled Ever After (2012),2112281
111931,Raze (2013),2111392
112370,Transformers: Age of Extinction (2014),2109248
96829,"Hunt, The (Jagten) (2012)",2106476
96815,V/H/S (2012),2105044
112623,Dawn of the Planet of the Apes (2014),2103281
112497,Tammy (2014),2103254
101285,Spring Breakers (2013),2101441
129659,"McFarland, USA (2015)",2097298
134853,Inside Out (2015),2096673
116977,Dumb and Dumber To (2014),2096672
100553,Frozen Planet (2011),2092588
97895,What Richard Did (2012),2092011
99574,Promised Land (2012),2091473
100365,Call Me Kuchu (2012),2088714
100581,Room 237 (2012),2085910
94466,Black Mirror (2011),2085059
99675,Eat Sleep Die (Äta sova dö) (2012),2085002
99917,Upstream Color (2013),2084989
116797,The Imitation Game (2014),2084970
100304,"Liability, The (2012)",2081437
136562,Steve Jobs (2015),2080374
