movieId,title,imdbId
135508,A Deadly Adoption (2015),4573800
127098,Louis C.K.: Live at The Comedy Store (2015),4368814
131724,The Jinx: The Life and Deaths of Robert Durst (2015),4299972
127164,"What Happened, Miss Simone? (2015)",4284010
132549,Grandma (2015),4270516
140267,The Witch (2015),4263482
127152,Going Clear: Scientology and the Prison of Belief (2015),4257858
141956,Contracted: Phase II (2015),4255110
128620,Victoria (2015),4226388
140247,The Gift (2015),4178092
127206,"People, Places, Things (2015)",4104022
141866,Green Room (2015),4062536
117895,Maze Runner: Scorch Trials (2015),4046784
117533,Citizenfour (2014),4044364
127158,Tig (2015),3986532
136305,Sharknado 3: Oh Hell No! (2015),3899796
138204,7 Days in Hell (2015),3895884
113938,Nixon by Nixon: In His Own Words (2014),3889036
127198,Dope (2015),3850214
133295,Cocaine Cowboys: Reloaded (2014),3845960
127204,The Overnight (2015),3844362
141668,War Room (2015),3832914
140816,Tangerine (2015),3824458
140725,Cop Car (2015),3813310
117511,Hello Ladies: The Movie (2014),3762944
130580,The Disappearance of Eleanor Rigby: Her (2013),3720788
139415,Irrational Man (2015),3715320
141718,Deathgasm (2015),3705412
140237,The Runner (2015),3687398
132458,Monkey Kingdom (2015),3660770
134130,The Martian (2015),3659388
114342,Force Majeure (Turist) (2014),3630276
133281,Ricki and the Flash (2015),3623726
128512,Paper Towns (2015),3622592
132462,Sword of Vengeance (2014),3622332
138698,El vals de los inútiles (2014),3611354
139116,Requiem For The Big East (2014),3605164
118105,Trailer Park Boys: Live at the North Pole (2014),3596200
141688,Legend (2015),3569230
140523,"Visit, The (2015)",3567288
128606,45 Years (2015),3544082
127194,The D Train (2015),3534602
136816,Bad Asses on the Bayou (2015),3525346
114635,"Look of Silence, The (2014)",3521134
139757,Best of Enemies (2015),3518012
113252,Housebound (2014),3504048
122920,Captain America: Civil War (2016),3498820
138208,The Walk (2015),3488710
114254,1971 (2014),3478510
134170,Kung Fury (2015),3472226
133771,The Lobster (2015),3464902
128360,The Hateful Eight (2015),3460252
132157,Paul Blart: Mall Cop 2 (2015),3450650
112653,"Battered Bastards of Baseball, The (2014)",3445270
123947,Cake (2014),3442006
127114,The End of the Tour (2015),3416744
115122,What We Do in the Shadows (2014),3416742
132074,No No: A Dockumentary (2014),3399112
131830,Samba (2014),3399024
139644,Sicario (2015),3397884
122924,X-Men: Apocalypse (2016),3385516
107042,Six by Sondheim (2013),3385404
130450,Pan (2015),3332064
133377,Infini (2015),3327624
130628,Boys (2014),3318220
140711,American Ultra (2015),3316948
128616,As We Were Dreaming (2015),3306858
131451,The Atticus Institute (2015),3280916
112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",3268458
121171,Red Army (2014),3264102
134246,Survivor (2015),3247714
112735,Charlie's Country (2013),3244512
127124,I'll See You in My Dreams (2015),3236120
121231,It Follows (2014),3235888
140152,Dreamcatcher (2015),3215846
130087,The Cobbler (2015),3203616
128592,The Boy Next Door (2015),3181822
119068,"Men, Women & Children (2014)",3179568
114044,Honeymoon (2014),3177316
140174,Room (2015),3170832
114028,Pride (2014),3169706
133365,Partisan (2015),3155242
134393,Trainwreck (2015),3152624
132333,Seve (2014),3149640
117107,Miss Meadows (2014),3128900
117456,Beyond the Lights (2014),3125324
138258,Nasty Baby (2015),3121332
114670,Tusk (2014),3099498
132888,Comedy Central Roast of James Franco (2013),3098812
113532,"Inbetweeners 2, The (2014)",3097204
113220,"Dog, The (2013)",3091304
111624,Kelly & Cal (2014),3082826
134368,Spy (2015),3079380
112689,Miss Violence (2013),3078242
141422,Suffragette (2015),3077214
106062,Jackass Presents: Bad Grandpa (2013),3063516
137857,The Jungle Book (2016),3040964
116136,Olive Kitteridge (2014),3012698
116897,Wild Tales (2014),3011894
117871,"Water Diviner, The (2014)",3007512
