movieId,title,imdbId
71460,Wanted (2009),1084972
62344,Rachel Getting Married (2008),1084950
69069,Fired Up (2009),1083456
62733,Quarantine (2008),1082868
69644,Ice Age: Dawn of the Dinosaurs (2009),1080016
71668,Couples Retreat (2009),1078940
68793,Night at the Museum: Battle of the Smithsonian (2009),1078912
69712,My Sister's Keeper (2009),1078588
78467,Jonah Hex (2010),1075747
70305,Race to Witch Mountain (2009),1075417
71468,Ink (2009),1071804
66371,Departures (Okuribito) (2008),1069238
64969,Yes Man (2008),1068680
64701,I've Loved You So Long (Il y a longtemps que je t'aime) (2008),1068649
63808,"Class, The (Entre les murs) (2008)",1068646
90343,Footloose (2011),1068242
80584,"Patrik Age 1.5 (Patrik 1,5) (2008)",1067733
86548,Water for Elephants (2011),1067583
72294,"Christmas Carol, A (2009)",1067106
62644,"Wave, The (Welle, Die) (2008)",1063669
69280,"Clique, The (2008)",1059905
62081,Eagle Eye (2008),1059786
71520,"Invention of Lying, The (2009)",1058017
72733,Invictus (2009),1057500
92163,Fados (2007),1056422
69526,Transformers: Revenge of the Fallen (2009),1055369
63393,Camp Rock (2008),1055366
80860,Life as We Know It (2010),1055292
69951,"Imaginarium of Doctor Parnassus, The (2009)",1054606
66297,Futurama: Into the Wild Green Yonder (2009),1054487
62956,Futurama: Bender's Game (2008),1054486
66066,"Grudge 3, The (2009)",1053859
75985,Repo Men (2010),1053424
68954,Up (2009),1049413
80553,Howl (2010),1049402
65465,Last Chance Harvey (2008),1046947
70336,G.I. Joe: The Rise of Cobra (2009),1046173
69436,Year One (2009),1045778
74275,I Love You Phillip Morris (2009),1045772
89870,Clapham Junction (2007),1043903
64229,Cadillac Records (2008),1042877
69406,"Proposal, The (2009)",1041829
75805,"Bounty Hunter, The (2010)",1038919
73929,Legion (2010),1038686
73321,"Book of Eli, The (2010)",1037705
85025,"Eagle, The (2011)",1034389
65216,Defiance (2008),1034303
71254,Gamer (2009),1034032
91077,"Descendants, The (2011)",1033575
69458,Tyson (2008),1032821
70663,"I Love You, Beth Cooper (2009)",1032815
62849,RocknRolla (2008),1032755
83374,"Warrior's Way, The (2010)",1032751
63826,Splinter (2008),1031280
62203,Martyrs (2008),1029234
61167,Henry Poole is Here (2008),1029120
80839,Secretariat (2010),1028576
73290,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),1028532
80590,Wall Street: Money Never Sleeps (2010),1027718
65126,Choke (2008),1024715
65193,Wild Child (2008),1024255
66744,"Divo, Il (2008)",1023490
92496,"Dylan Moran: Like, Totally (2006)",1023122
69757,(500) Days of Summer (2009),1022603
79824,Babies (Bébé(s)) (2010),1020938
81786,Certified Copy (Copie conforme) (2010),1020773
79796,Centurion (2010),1020558
66090,Eden Lake (2008),1020530
71464,"Serious Man, A (2009)",1019452
61071,"Sisterhood of the Traveling Pants 2, The (2008)",1018785
78266,Splice (2009),1017460
76763,"Runaways, The (2010)",1017451
74740,Fermat's Room (La habitación de Fermat) (2007),1016301
63276,Crows Zero (Kurôzu zero) (2007),1016290
63540,Beverly Hills Chihuahua (2008),1014775
69529,Home (2009),1014762
74789,Alice in Wonderland (2010),1014759
88380,Dylan Dog: Dead of Night (2010),1013860
63876,Milk (2008),1013753
67923,"Fast & Furious (Fast and the Furious 4, The) (2009)",1013752
79185,Knight and Day (2010),1013743
86721,Idiots and Angels (2008),1013607
80736,"Poughkeepsie Tapes, The (2007)",1010271
63082,Slumdog Millionaire (2008),1010048
91890,"Iron Lady, The (2011)",1007029
62434,Zack and Miri Make a Porno (2008),1007028
64990,Pete Seeger: The Power of Song (2007),1003116
81564,Megamind (2010),1001526
66203,He's Just Not That Into You (2009),1001508
71131,"Most Hated Family in America, The (2007)",1000764
