movieId,title,imdbId
4384,Lumumba (2000),246765
4878,Donnie Darko (2001),246578
4756,"Musketeer, The (2001)",246544
4774,Big Trouble (2002),246464
4818,Extreme Days (2001),245891
5064,The Count of Monte Cristo (2002),245844
4235,Amores Perros (Love's a Bitch) (2000),245712
4247,Joe Dirt (2001),245686
4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),245674
4851,Things Behind the Sun (2001),245501
4453,Michael Jordan to the Max (2000),245280
4389,Lost and Delirious (2001),245238
4266,"Forsaken, The (2001)",245120
4897,"Fluffer, The (2001)",245115
4231,Someone Like You (2001),244970
4334,Yi Yi (2000),244316
4344,Swordfish (2001),244244
4721,American Outlaws (2001),244000
4271,Eureka (Yurîka) (2000),243889
5051,Italian for Beginners (Italiensk for begyndere) (2000),243862
5151,40 Days and 40 Nights (2002),243736
4649,Wet Hot American Summer (2001),243655
4381,"Closet, The (Placard, Le) (2001)",243493
4246,Bridget Jones's Diary (2001),243155
4881,"Man Who Wasn't There, The (2001)",243133
4873,Waking Life (2001),243017
4143,Valentine (2001),242998
4765,L.I.E. (2001),242587
4224,Exit Wounds (2001),242445
4015,"Dude, Where's My Car? (2000)",242423
4450,Bully (2001),242193
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),241527
4014,Chocolat (2000),241303
4273,Under the Sand (2000),240913
5080,Slackers (2002),240900
4823,Serendipity (2001),240890
4963,Ocean's Eleven (2001),240772
4255,Freddy Got Fingered (2001),240515
5047,Kung Pow: Enter the Fist (2002),240468
4368,Dr. Dolittle 2 (2001),240462
4782,Sidewalks of New York (2001),239986
4229,Say It Isn't So (2001),239949
4149,Saving Silverman (Evil Woman) (2001),239948
4386,Cats & Dogs (2001),239395
4053,Double Take (2001),238948
5128,Queen of the Damned (2002),238546
4727,Captain Corelli's Mandolin (2001),238112
4056,"Pledge, The (2001)",237572
4644,Bread and Tulips (Pane e tulipani) (2000),237539
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",237534
4234,"Tailor of Panama, The (2001)",236784
4161,"Mexican, The (2001)",236493
4171,Long Night's Journey Into Day (2000),236447
3865,"Original Kings of Comedy, The (2000)",236388
4248,Josie and the Pussycats (2001),236348
3880,"Ballad of Ramblin' Jack, The (2000)",236008
3852,"Tao of Steve, The (2000)",234853
4736,Summer Catch (2001),234829
4898,Novocaine (2001),234354
4347,Divided We Fall (Musíme si pomáhat) (2000),234288
3885,Love & Sex (2000),234137
4964,Baran (2001),233841
3859,"Eyes of Tammy Faye, The (2000)",233687
5093,Collateral Damage (2002),233469
4159,3000 Miles to Graceland (2001),233142
4369,"Fast and the Furious, The (2001)",232500
4153,Down to Earth (2001),231775
4254,Crocodile Dundee in Los Angeles (2001),231402
4155,Sweet November (2001),230838
4720,"Others, The (2001)",230600
3989,One Day in September (1999),230591
3968,Bedazzled (2000),230030
4366,Atlantis: The Lost Empire (2001),230011
4772,Dinner Rush (2000),229340
3973,Book of Shadows: Blair Witch 2 (2000),229260
4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",228786
3998,Proof of Life (2000),228750
4996,Little Otik (Otesánek) (2000),228687
4735,Ghosts of Mars (2001),228333
4375,"Adventures of Felix, The (a.k.a. Funny Felix) (Drôle de Félix) (2000)",228242
4232,Spy Kids (2001),227538
4448,"Score, The (2001)",227445
4452,Made (2001),227005
4305,Angel Eyes (2001),225071
4391,"Vertical Ray of the Sun, The (Mua he chieu thang dung) (2000)",224578
3969,Pay It Forward (2000),223897
4026,Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999),223530
4640,Brother (2000),222851
3914,"Broken Hearts Club, The (2000)",222850
4737,"American Rhapsody, An (2001)",221799
4724,On the Edge (2001),221559
4770,"Glass House, The (2001)",221218
4251,Chopper (2000),221073
4239,Blow (2001),221027
5071,Maelström (2000),220627
4173,When Brendan Met Trudy (2000),220157
4844,Bandits (2001),219965
3975,Lucky Numbers (2000),219952
3784,"Kid, The (2000)",219854
4020,"Gift, The (2000)",219699
