movieId,title,imdbId
96467,Sleepwalk with Me (2012),2077851
96832,Holy Motors (2012),2076220
116985,The Longest Week (2014),2064968
102165,"English Teacher, The (2013)",2055765
100383,Side Effects (2013),2053463
103865,Revenge for Jolly! (2012),2053423
97744,"Ambassador, The (Ambassadøren) (2011)",2048877
132618,Kite (2014),2044801
106766,Inside Llewyn Davis (2013),2042568
104595,Family Band: The Cowsills Story (2011) ,2042520
100032,Beauty Is Embarrassing (2012),2040281
124859,The Gambler (2014),2039393
114265,Laggies (2014),2034031
96563,Paradise Lost 3: Purgatory (2011),2028530
105246,Mood Indigo (L'écume des jours) (2013),2027140
105844,12 Years a Slave (2013),2024544
102792,"Broken Circle Breakdown, The (2012)",2024519
109578,Non-Stop (2014),2024469
100390,Identity Thief (2013),2024432
100159,Sightseers (2012),2023690
99912,Mama (2013),2023587
112062,Camille Claudel 1915 (2013),2018086
105954,All Is Lost (2013),2017038
104076,"Smurfs 2, The (2013)",2017020
104129,Man of Tai Chi (2013),2016940
112852,Guardians of the Galaxy (2014),2015381
98913,Violeta Went to Heaven (Violeta se fue a los cielos) (2011),2014392
97230,Side by Side (2012),2014338
104283,"Wind Rises, The (Kaze tachinu) (2013)",2013293
100017,Keep the Lights On (2012),2011953
101947,From the Sky Down (2011),2007385
98279,"Fantastic Fear of Everything, A (2012)",2006040
104441,"Frozen Ground, The (2013)",2005374
111113,Neighbors (2014),2004420
105585,Machete Kills (Machete 2) (2013),2002718
99296,Would You Rather (2012),1999995
96655,Robot & Frank (2012),1990314
96114,Brake (2012),1990181
105468,Cloudy with a Chance of Meatballs 2 (2013),1985966
104906,Austenland (2013),1985019
97957,Excision (2012),1984153
96588,Pitch Perfect (2012),1981677
106072,Thor: The Dark World (2013),1981115
111622,Begin Again (2013),1980929
102033,Pain & Gain (2013),1980209
136016,The Good Dinosaur (2015),1979388
104913,Rush (2013),1979320
109317,Someone Marry Barry (2014),1978532
115147,The Best of Me (2014),1972779
112940,A Most Wanted Man (2014),1972571
97866,"Imposter, The (2012)",1966604
132046,Tomorrowland (2015),1964418
110127,Noah (2014),1959490
103299,American Mary (2012),1959332
112788,Sex Tape (2014),1956620
99839,Paul Williams Still Alive (2011),1956594
100843,Oh Boy (A Coffee in Berlin) (2012),1954701
107649,Borgman (2013),1954315
135133,The Hunger Games: Mockingjay - Part 2 (2015),1951266
116823,The Hunger Games: Mockingjay - Part 1 (2014),1951265
106487,The Hunger Games: Catching Fire (2013),1951264
102686,"Hangover Part III, The (2013)",1951261
111251,"Immigrant, The (2013)",1951181
98126,Capital (Le capital) (2012),1951166
98122,Indie Game: The Movie (2012),1942884
105731,Carrie (2013),1939659
108727,Nymphomaniac: Volume I (2013),1937390
101529,"Brass Teapot, The (2012)",1935902
102194,Mud (2012),1935179
111235,Jodorowsky's Dune (2013),1935156
103221,Not Suitable for Children (2012),1935065
98933,Yossi (Ha-Sippur Shel Yossi) (2012),1934269
103279,What Maisie Knew (2012),1932767
97306,Seven Psychopaths (2012),1931533
99811,Beware of Mr. Baker (2012),1931388
99005,Fire with Fire (2012),1925431
113453,Let's Be Cops (2014),1924435
101741,Trance (2013),1924429
103235,"Best Offer, The (Migliore offerta, La) (2013)",1924396
97188,Sinister (2012),1922777
96565,Bachelorette (2012),1920849
103671,Joker (2012),1918886
95449,Magic Mike (2012),1915581
93855,God Bless America (2011),1912398
117851,Penguins of Madagascar (2014),1911658
101360,"Call, The (2013)",1911644
97923,Flight (2012),1907668
102716,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",1905041
99030,Wrong (2012),1901040
93838,The Raid: Redemption (2011),1899353
97470,Catch .44 (2011),1886493
133824,The Human Centipede III (Final Sequence) (2015),1883367
94024,Louis Theroux: The Most Hated Family in America in Crisis (2011),1883251
133782,Maggie (2015),1881002
109183,Date and Switch (2014),1878942
111362,X-Men: Days of Future Past (2014),1877832
103502,"Knot, The (2012)",1877797
96849,Sparkle (2012),1876451
97328,Liberal Arts (2012),1872818
115170,"Judge, The (2014)",1872194
