movieId,title,imdbId
90376,We Need to Talk About Kevin (2011),1242460
87529,Your Highness (2011),1240982
76272,Five Minutes of Heaven (2009),1238291
66596,Mystery Team (2009),1237838
89203,Magic Trip (2011),1235790
89321,"Future, The (2011)",1235170
73344,"Prophet, A (Un Prophète) (2009)",1235166
74868,Dorian Gray (2009),1235124
74916,Greenberg (2010),1234654
71156,"Men Who Stare at Goats, The (2009)",1234548
67799,The Butterfly Effect 3: Revelations (2009),1234541
72129,Saw VI (2009),1233227
73572,"My Son, My Son, What Have Ye Done (2009)",1233219
65259,Involuntary (De ofrivilliga) (2008),1232826
74416,Fish Tank (2009),1232776
76077,Hot Tub Time Machine (2010),1231587
81537,Due Date (2010),1231583
73042,Alvin and the Chipmunks: The Squeakquel (2009),1231580
73015,It's Complicated (2009),1230414
85438,Jane Eyre (2011),1229822
70862,It Might Get Loud (2008),1229360
91630,Mission: Impossible - Ghost Protocol (2011),1229238
80831,Let Me In (2010),1228987
72176,Big Fan (2009),1228953
77561,Iron Man 2 (2010),1228705
66934,Dr. Horrible's Sing-Along Blog (2008),1227926
67997,In the Loop (2009),1226774
89085,"Debt, The (2011)",1226753
73211,Pontypool (2008),1226681
74156,Edge of Darkness (2010),1226273
68194,"Damned United, The (2009)",1226271
78209,Get Him to the Greek (2010),1226229
71248,Extract (2009),1225822
86593,African Cats (2011),1223236
86028,Henry's Crime (2010),1220888
65514,Ip Man (2008),1220719
80363,Resident Evil: Afterlife (2010),1220634
79868,Heartless (2009),1220214
71490,Grace (2009),1220213
72393,"Fourth Kind, The (2009)",1220198
80615,Legend of the Guardians: The Owls of Ga'Hoole (2010),1219342
84152,Limitless (2011),1219289
85131,Battle: Los Angeles (2011),1217613
91505,Clone (Womb) (2010),1216520
76091,Mother (Madeo) (2009),1216496
73319,Leap Year (2010),1216492
74510,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",1216487
87876,Cars 2 (2011),1216475
92198,Seeking Justice (2011),1214962
82093,London Boulevard (2010),1213648
61348,Disaster Movie (2008),1213644
72169,Good Hair (2009),1213585
78264,"Back-up Plan, The (2010)",1212436
81512,Hereafter (2010),1212419
89492,Moneyball (2011),1210166
74944,Brooklyn's Finest (2010),1210042
79590,"Rebound, The (2009)",1205535
64614,Gran Torino (2008),1205489
78653,Everyone Else (Alle Anderen) (2009),1204773
91094,"Muppets, The (2011)",1204342
90357,Tyrannosaur (2011),1204340
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),1201607
66509,Funny People (2009),1201167
67695,Observe and Report (2009),1197628
71838,Law Abiding Citizen (2009),1197624
78034,Cemetery Junction (2010),1196204
77206,Diary of a Wimpy Kid (2010),1196141
91535,"Bourne Legacy, The (2012)",1194173
72011,Up in the Air (2009),1193138
84944,Rango (2011),1192628
78836,Enter the Void (2009),1191111
86347,Louis C.K.: Chewed Up (2008),1190722
73808,"Chaser, The (Chugyeogja) (2008)",1190539
72171,Black Dynamite (2009),1190536
72378,2012 (2009),1190080
84392,"Lincoln Lawyer, The (2011)",1189340
89118,"Skin I Live In, The (La piel que habito) (2011)",1189073
74787,My Name is Khan (2010),1188996
71135,Pandorum (2009),1188729
74228,Triangle (2009),1187064
73881,3 Idiots (2009),1187043
74624,Agora (2009),1186830
70846,Lorna's Silence (Le silence de Lorna) (2008),1186369
72489,Ninja Assassin (2009),1186367
70567,Adam (2009),1185836
61160,Star Wars: The Clone Wars (2008),1185834
61236,Waltz with Bashir (Vals im Bashir) (2008),1185616
74154,When in Rome (2010),1185416
66130,Chocolate (2008),1183252
73741,Ninja (2009),1182921
80864,You Will Meet a Tall Dark Stranger (2010),1182350
68237,Moon (2009),1182345
91273,Bunraku (2010),1181795
81516,Black Death (2010),1181791
86290,American: The Bill Hicks Story (2009),1179947
71379,Paranormal Activity (2009),1179904
65601,My Bloody Valentine 3-D (2009),1179891
78703,TiMER (2009),1179794
77798,"Nightmare on Elm Street, A (2010)",1179056
74851,From Paris with Love (2010),1179034
