movieId,title,imdbId
2461,Leatherface: Texas Chainsaw Massacre III (1990),99994
1785,King of New York (1990),99939
1610,"Hunt for Red October, The (1990)",99810
2159,Henry: Portrait of a Serial Killer (1986),99763
2350,Heart Condition (1990),99750
2004,Gremlins 2: The New Batch (1990),99700
2113,Graveyard Shift (Stephen King's Graveyard Shift) (1990),99697
2023,"Godfather: Part III, The (1990)",99674
1999,"Exorcist III, The (1990)",99528
2291,Edward Scissorhands (1990),99487
1370,Die Hard 2 (1990),99423
1277,Cyrano de Bergerac (1990),99334
1992,Child's Play 2 (1990),99253
2012,Back to the Future Part III (1990),99088
1328,"Amityville Curse, The (1990)",99030
1307,When Harry Met Sally... (1989),98635
2264,We're No Angels (1989),98625
1373,Star Trek V: The Final Frontier (1989),98382
2248,Say Anything... (1989),98258
2064,Roger & Me (1989),98213
1989,Prom Night III: The Last Kiss (1989),98136
2400,Prancer (1989),98115
2383,Police Academy 6: City Under Siege (1989),98105
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",97981
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),97958
2081,"Little Mermaid, The (1989)",97757
2001,Lethal Weapon 2 (1989),97733
2422,"Karate Kid, Part III, The (1989)",97647
1291,Indiana Jones and the Last Crusade (1989),97576
2054,"Honey, I Shrunk the Kids (1989)",97523
1285,Heathers (1989),97493
1986,Halloween 5: The Revenge of Michael Myers (1989),97474
2151,"Gods Must Be Crazy II, The (1989)",97443
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),97388
2456,"Fly II, The (1989)",97368
2372,Fletch Lives (1989),97366
1302,Field of Dreams (1989),97351
1962,Driving Miss Daisy (1989),97239
1246,Dead Poets Society (1989),97165
2039,Cheetah (1989),97053
2011,Back to the Future Part II (1989),96874
2123,All Dogs Go to Heaven (1989),96787
2072,"'burbs, The (1989)",96734
1378,Young Guns (1988),96487
2245,Working Girl (1988),96463
2193,Willow (1988),96446
1295,"Unbearable Lightness of Being, The (1988)",96332
2246,Stars and Bars (1988),96166
2263,"Seventh Sign, The (1988)",96073
2404,Rambo III (1988),95956
1961,Rain Man (1988),95953
1996,Poltergeist III (1988),95889
2382,Police Academy 5: Assignment: Miami Beach (1988),95882
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",95742
2173,"Navigator: A Mediaeval Odyssey, The (1988)",95709
2247,Married to the Mob (1988),95593
2022,"Last Temptation of Christ, The (1988)",95497
1985,Halloween 4: The Return of Michael Myers (1988),95271
1980,Friday the 13th Part VII: The New Blood (1988),95179
2020,Dangerous Liaisons (1988),94947
2408,Cocoon: The Return (1988),94890
1991,Child's Play (1988),94862
2174,Beetlejuice (1988),94721
1274,Akira (1988),94625
2194,"Untouchables, The (1987)",94226
1395,Tin Men (1987),94155
2164,Surf Nazis Must Die (1987),94077
1290,Some Kind of Wonderful (1987),94006
1394,Raising Arizona (1987),93822
2381,Police Academy 4: Citizens on Patrol (1987),93756
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",93629
2000,Lethal Weapon (1987),93409
1960,"Last Emperor, The (1987)",93389
2149,House II: The Second Story (1987),93220
1988,Prom Night II (1987),93176
2451,"Gate, The (1987)",93075
2449,"Garbage Pail Kids Movie, The (1987)",93072
1261,Evil Dead II (Dead by Dawn) (1987),92991
2243,Broadcast News (1987),92699
1332,"Believers, The (1987)",92632
1255,Bad Taste (1987),92610
2244,"Allnighter, The (1987)",92537
2133,Adventures in Babysitting (1987),92513
2471,Crocodile Dundee II (1988),92493
2260,Wisdom (1986),92225
2415,Violets Are Blue... (1986),92173
2464,Trick or Treat (1986),92112
2472,Tough Guys (1986),92105
2478,¡Three Amigos! (1986),92086
2460,"Texas Chainsaw Massacre 2, The (1986)",92076
1376,Star Trek IV: The Voyage Home (1986),92007
1259,Stand by Me (1986),92005
2473,Soul Man (1986),91991
2348,Sid and Nancy (1986),91954
2463,Ruthless People (1986),91877
2457,Running Scared (1986),91875
1296,"Room with a View, A (1986)",91867
2145,Pretty in Pink (1986),91790
1995,Poltergeist II: The Other Side (1986),91778
2380,Police Academy 3: Back in Training (1986),91777
2469,Peggy Sue Got Married (1986),91738
2261,One Crazy Summer (1986),91680
2418,Nothing in Common (1986),91653
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice) (1986),91651
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",91605
2375,"Money Pit, The (1986)",91541
2349,Mona Lisa (1986),91538
2119,Maximum Overdrive (1986),91499
1967,Labyrinth (1986),91369
2368,King Kong Lives (1986),91344
2421,"Karate Kid, Part II, The (1986)",91326
2468,Jumpin' Jack Flash (1986),91306
2450,Howard the Duck (1986),91225
2148,House (1986),91223
1275,Highlander (1986),91203
2417,Heartburn (1986),91188
2476,Heartbreak Ridge (1986),91187
2374,Gung Ho (1986),91159
2048,"Great Mouse Detective, The (1986)",91149
1979,Friday the 13th Part VI: Jason Lives (1986),91080
2455,"Fly, The (1986)",91064
2046,Flight of the Navigator (1986),91059
2419,Extremities (1986),91024
1273,Down by Law (1986),90967
2345,Desert Bloom (1986),90934
2465,Deadly Friend (1986),90917
2474,"Color of Money, The (1986)",90863
2147,"Clan of the Cave Bear, The (1986)",90848
2312,Children of a Lesser God (1986),90830
2453,"Boy Who Could Fly, The (1986)",90768
2076,Blue Velvet (1986),90756
2416,Back to School (1986),90685
